timestamp,open,high,low,close,volume
2025-04-10 16:30:00,229.4500,229.4500,229.0000,229.0000,41
2025-04-10 16:25:00,228.9900,229.0000,228.9900,229.0000,78
2025-04-10 16:20:00,229.5500,229.5500,229.4600,229.5500,2702
2025-04-10 16:15:00,229.5500,229.7600,229.5500,229.7600,94
2025-04-10 16:10:00,229.5500,230.0000,229.5500,230.0000,730405
2025-04-10 16:05:00,229.0000,229.8900,229.0000,229.5500,8212
2025-04-10 16:00:00,229.1300,231.2500,227.6300,229.0100,1716638
2025-04-10 15:55:00,228.9625,229.8750,227.7900,229.4400,368449
2025-04-10 15:50:00,227.0100,229.1400,227.0100,228.9750,180007
2025-04-10 15:45:00,226.0900,227.3050,226.0400,227.1850,95173
2025-04-10 15:40:00,227.1500,227.5500,225.8850,226.0650,84234
2025-04-10 15:35:00,228.0500,228.2500,227.0400,227.1700,75960
2025-04-10 15:30:00,227.4800,228.9700,227.4200,228.1300,75890
2025-04-10 15:25:00,228.9300,229.6300,227.4400,227.4400,42927
2025-04-10 15:20:00,229.5800,230.3700,228.8900,229.0750,46683
2025-04-10 15:15:00,228.8700,229.7400,228.6750,229.5000,41930
2025-04-10 15:10:00,228.6900,229.1125,228.3400,228.9400,34874
2025-04-10 15:05:00,230.8200,230.8200,228.6900,228.6900,43143
2025-04-10 15:00:00,229.2400,230.8700,228.6350,230.6200,34463
2025-04-10 14:55:00,228.8050,229.7000,228.3650,229.3400,32409
2025-04-10 14:50:00,229.3850,230.1800,228.7200,228.8050,26969
2025-04-10 14:45:00,230.7600,230.8250,229.1000,229.3850,41008
2025-04-10 14:40:00,229.8350,230.9300,229.4300,230.8550,27856
2025-04-10 14:35:00,229.5200,229.9100,229.1600,229.9000,35849
2025-04-10 14:30:00,229.7450,230.4300,229.5500,229.5500,38338
2025-04-10 14:25:00,228.8600,230.1277,228.5800,229.6900,73264
2025-04-10 14:20:00,227.5225,229.7515,227.5225,229.1094,39157
2025-04-10 14:15:00,226.7200,227.6300,226.7150,227.3600,37082
2025-04-10 14:10:00,227.4100,227.6900,226.7100,227.0266,37523
2025-04-10 14:05:00,229.6580,230.0000,227.2600,227.2650,35144
2025-04-10 14:00:00,228.2650,230.1700,227.7500,229.6000,69100
2025-04-10 13:55:00,227.9300,228.8475,227.9300,228.2650,74115
2025-04-10 13:50:00,227.4000,228.3000,226.7200,227.9300,26396
2025-04-10 13:45:00,227.2500,228.4275,227.1300,227.2100,55110
2025-04-10 13:40:00,225.8100,227.5300,225.8100,227.2500,40400
2025-04-10 13:35:00,225.5200,226.6500,225.4400,225.8100,44693
2025-04-10 13:30:00,225.3700,226.3100,225.2050,225.6750,26372
2025-04-10 13:25:00,223.9800,225.5600,223.9800,225.4650,67462
2025-04-10 13:20:00,224.3550,224.4700,223.1600,223.9301,94948
2025-04-10 13:15:00,223.8400,224.4600,223.5900,224.2700,28899
2025-04-10 13:10:00,225.0000,225.0000,223.3600,223.9200,31134
2025-04-10 13:05:00,226.6550,226.6550,225.1000,225.1700,46244
2025-04-10 13:00:00,226.1450,228.0200,225.8500,226.6550,60888
2025-04-10 12:55:00,225.6500,226.2800,225.3400,226.1450,27109
2025-04-10 12:50:00,226.2300,226.5150,225.3100,225.7116,36346
2025-04-10 12:45:00,225.5000,226.3750,224.4200,226.3100,35662
2025-04-10 12:40:00,225.1500,225.8600,224.3900,225.8600,50548
2025-04-10 12:35:00,225.0750,225.5500,224.5000,225.3800,48493
2025-04-10 12:30:00,222.9275,225.1600,222.9000,225.1600,65235
2025-04-10 12:25:00,223.8450,223.8450,222.0200,222.9850,66178
2025-04-10 12:20:00,224.3100,224.3100,222.5600,223.8300,62376
2025-04-10 12:15:00,224.6700,224.8900,224.0600,224.3400,27212
2025-04-10 12:10:00,225.4200,225.6000,224.6700,224.9300,43649
2025-04-10 12:05:00,225.3000,226.0500,225.0950,225.5100,44868
2025-04-10 12:00:00,226.1800,226.9900,225.3500,225.3500,42034
2025-04-10 11:55:00,226.8800,226.9500,225.7050,226.2700,40330
2025-04-10 11:50:00,227.0500,227.1200,226.0550,226.6900,76353
2025-04-10 11:45:00,226.8698,227.5000,226.7100,227.0000,27154
2025-04-10 11:40:00,227.0100,227.7900,226.8400,226.8400,43652
2025-04-10 11:35:00,227.7400,227.9300,227.0050,227.0100,54624
2025-04-10 11:30:00,227.5550,228.0300,227.4300,227.8532,81003
2025-04-10 11:25:00,228.0778,228.1450,227.4600,227.5550,47693
2025-04-10 11:20:00,228.6300,228.8500,228.0284,228.1100,48171
2025-04-10 11:15:00,229.3200,229.4800,228.6300,228.7100,51990
2025-04-10 11:10:00,230.3800,230.3800,229.3900,229.3900,29529
2025-04-10 11:05:00,229.3400,230.4900,229.1900,230.3800,51364
2025-04-10 11:00:00,229.0500,229.5300,228.9300,229.4240,36411
2025-04-10 10:55:00,229.5800,229.8600,228.9319,229.1100,40561
2025-04-10 10:50:00,229.5000,229.7900,229.1680,229.5620,43580
2025-04-10 10:45:00,230.0000,230.3200,229.2700,229.5250,47204
2025-04-10 10:40:00,230.2700,230.7000,229.9200,230.0150,34576
2025-04-10 10:35:00,229.9300,230.6200,229.6800,230.3100,39319
2025-04-10 10:30:00,229.2400,230.1200,229.2150,229.9750,83759
2025-04-10 10:25:00,230.2100,230.6999,229.1000,229.1000,65313
2025-04-10 10:20:00,229.0950,230.3600,228.8625,230.2100,49987
2025-04-10 10:15:00,229.3450,229.7800,228.9300,229.1000,44665
2025-04-10 10:10:00,229.8900,229.8900,228.9900,229.3125,46181
2025-04-10 10:05:00,230.1200,230.4200,229.3700,230.0300,101731
2025-04-10 10:00:00,230.1850,230.6400,229.4800,230.1300,60980
2025-04-10 09:55:00,231.1900,231.4500,230.1600,230.1850,57593
2025-04-10 09:50:00,232.1300,232.3000,230.9600,231.2200,52665
2025-04-10 09:45:00,231.3800,232.5700,231.2850,232.1400,56680
2025-04-10 09:40:00,230.8500,231.3000,230.2800,231.1700,65073
2025-04-10 09:35:00,230.9850,232.2600,230.4600,231.0650,85781
2025-04-10 09:30:00,231.0000,232.4200,230.2900,230.9800,200250
2025-04-10 09:25:00,234.0000,235.2000,231.0000,231.0000,3631
2025-04-10 09:20:00,233.4000,233.9900,232.7500,233.9900,907
2025-04-10 09:15:00,232.4740,233.5000,232.4740,233.4000,253
2025-04-10 09:10:00,234.0000,234.0000,232.4045,233.4900,377
2025-04-10 09:05:00,232.4400,234.1000,232.4000,234.0000,539
2025-04-10 09:00:00,233.1700,234.0994,232.6000,233.0000,958
2025-04-10 08:55:00,233.0400,234.2000,232.4000,233.7500,903
2025-04-10 08:50:00,233.8000,233.8000,232.3100,233.0800,649
2025-04-10 08:45:00,233.8000,233.8900,232.3100,233.8900,213
2025-04-10 08:40:00,232.4000,232.5900,232.4000,232.5100,559
2025-04-10 08:35:00,233.0100,234.2900,233.0000,234.2900,80
2025-04-10 08:30:00,232.5100,234.8000,232.1184,233.3000,1124
2025-04-10 08:25:00,232.4000,232.4000,232.0900,232.0900,441
2025-04-10 08:20:00,232.5000,232.5000,232.0000,232.3100,269
2025-04-10 08:15:00,232.5000,232.7800,232.0217,232.5000,194
2025-04-10 08:10:00,232.1000,232.5500,232.1000,232.5000,13
2025-04-10 08:05:00,235.3100,235.3100,232.1000,232.1000,680
2025-04-10 08:00:00,234.7350,235.5000,231.3012,232.6000,316
2025-04-10 07:50:00,232.2700,232.2700,232.2700,232.2700,3
2025-04-10 07:45:00,232.1100,232.2600,232.1100,232.2600,2
2025-04-10 07:40:00,232.7900,232.7900,232.0200,232.2300,27
2025-04-10 07:35:00,232.8100,232.8400,232.8100,232.8400,32
2025-04-10 07:30:00,232.1400,232.2800,231.8200,232.2800,379
2025-04-10 07:25:00,232.0000,232.0000,232.0000,232.0000,2
2025-04-10 07:10:00,231.9500,231.9500,231.7600,231.7600,5
2025-04-10 07:05:00,232.2500,232.2500,232.2500,232.2500,50
2025-04-10 07:00:00,231.8000,232.2800,231.4600,231.7500,324
2025-04-10 06:55:00,231.6000,231.8400,231.6000,231.8400,42
2025-04-10 06:50:00,232.3000,232.3000,231.2000,231.4600,255
2025-04-10 06:40:00,232.3000,232.3200,232.3000,232.3200,2
2025-04-10 06:35:00,232.3200,233.0000,232.3200,233.0000,280
2025-04-10 06:30:00,232.4900,233.0000,232.3100,232.3300,449
2025-04-10 06:25:00,232.4000,232.8200,232.2900,232.8200,21
2025-04-10 06:15:00,231.8500,233.4400,231.6000,233.4400,1063
2025-04-10 06:10:00,231.8400,231.9900,231.8300,231.9900,80
2025-04-10 06:05:00,231.2000,231.2000,231.1600,231.1600,21
2025-04-10 06:00:00,231.3300,231.3300,231.1100,231.1100,200
2025-04-10 05:55:00,231.5000,231.9900,231.5000,231.9700,324
2025-04-10 05:50:00,231.7300,231.7300,231.7300,231.7300,16
2025-04-10 05:45:00,231.3000,231.3000,231.3000,231.3000,15
2025-04-10 05:40:00,231.3000,231.3000,231.3000,231.3000,40
2025-04-10 05:35:00,231.3700,231.3700,231.3600,231.3600,53
2025-04-10 05:30:00,230.8700,231.4700,230.8700,231.0100,5
2025-04-10 05:25:00,230.8700,230.8700,230.8700,230.8700,1
2025-04-10 05:20:00,230.9300,231.5700,230.9300,231.5700,249
2025-04-10 05:15:00,231.0100,231.1200,230.4700,230.9900,283
2025-04-10 05:10:00,230.5100,230.5200,230.5100,230.5200,20
2025-04-10 05:05:00,230.8600,231.4700,230.3600,231.4700,13
2025-04-10 05:00:00,231.1000,231.1100,230.8600,230.8600,175
2025-04-10 04:55:00,231.4800,231.8000,231.4500,231.7900,144
2025-04-10 04:45:00,231.4900,231.9900,231.4900,231.9700,454
2025-04-10 04:40:00,231.0000,231.6400,230.2600,231.1000,117
2025-04-10 04:35:00,231.4500,231.7900,231.0000,231.4800,162
2025-04-10 04:30:00,231.0000,231.5000,231.0000,231.0000,155
2025-04-10 04:25:00,231.5100,232.3300,231.5000,231.5200,71
2025-04-10 04:20:00,232.5000,232.5000,231.5100,231.5900,88
2025-04-10 04:10:00,231.5700,232.8700,231.5200,232.0000,27
2025-04-10 04:05:00,231.5700,232.7000,231.5700,231.5700,14
2025-04-10 04:00:00,236.0000,236.0000,231.1500,231.1500,25
2025-04-09 19:55:00,236.0000,237.0000,236.0000,236.9700,399
2025-04-09 19:50:00,236.1900,236.1900,235.0100,236.0400,478
2025-04-09 19:45:00,236.2300,238.0000,236.2300,236.5000,191
2025-04-09 19:40:00,236.1900,236.4000,236.1900,236.2300,503
2025-04-09 19:35:00,236.3200,236.3200,236.0500,236.0500,25
2025-04-09 19:30:00,236.9900,237.0000,236.4400,237.0000,32
2025-04-09 19:25:00,237.0000,237.0000,236.4400,236.4400,49
2025-04-09 19:20:00,236.9900,236.9900,235.0000,236.9900,108
2025-04-09 19:15:00,236.0100,237.0000,236.0100,236.9900,146
2025-04-09 19:10:00,236.9900,236.9900,236.9900,236.9900,1
2025-04-09 19:05:00,239.9000,239.9000,236.9000,236.9000,2
2025-04-09 19:00:00,235.3100,236.9700,230.3000,230.3000,1003329
2025-04-09 18:55:00,236.3200,236.9900,236.0400,236.9900,141
2025-04-09 18:50:00,236.5500,236.9600,236.5500,236.9600,18
2025-04-09 18:45:00,236.0000,239.9000,236.0000,239.9000,118
2025-04-09 18:40:00,238.4400,238.4400,236.3000,236.8200,736
2025-04-09 18:35:00,235.6000,236.2800,235.0000,236.2000,70
2025-04-09 18:30:00,235.3100,236.3100,235.0000,235.6000,1003350
2025-04-09 18:25:00,236.3100,236.3900,230.3000,235.5000,94
2025-04-09 18:20:00,236.3100,239.9000,236.3100,236.3100,124
2025-04-09 18:15:00,236.3300,236.3300,235.1500,236.3100,412
2025-04-09 18:10:00,235.5000,236.4400,235.4000,236.3300,245
2025-04-09 18:05:00,230.3000,236.4400,230.3000,235.5000,14
2025-04-09 18:00:00,235.7600,235.9500,235.5000,235.5000,116
2025-04-09 17:55:00,235.6100,236.4065,234.5000,235.8000,694
2025-04-09 17:50:00,236.0000,236.0000,235.2992,235.5700,12
2025-04-09 17:45:00,236.4400,236.4400,235.3500,235.5400,13
2025-04-09 17:40:00,235.9000,236.4400,235.9000,236.0000,27
2025-04-09 17:35:00,236.1000,236.4400,234.5000,234.5000,112
2025-04-09 17:30:00,235.6300,237.0000,235.2700,235.2700,11
2025-04-09 17:25:00,235.5700,235.5700,235.5700,235.5700,1
2025-04-09 17:20:00,235.4100,237.0000,235.4100,236.8495,128
2025-04-09 17:15:00,235.3100,236.7340,235.3100,236.5000,3948
2025-04-09 17:10:00,235.2937,236.5100,235.2937,236.4700,151
2025-04-09 17:05:00,236.5500,236.5500,236.5500,236.5500,2
2025-04-09 17:00:00,239.9000,239.9000,234.5000,236.0200,42936
2025-04-09 16:55:00,236.0000,239.9000,236.0000,239.9000,34
2025-04-09 16:50:00,235.7800,236.5200,235.1877,236.3300,1071
2025-04-09 16:45:00,235.0000,235.8659,235.0000,235.8300,396
2025-04-09 16:40:00,235.8200,235.8800,234.7200,235.8400,195
2025-04-09 16:35:00,233.7000,235.3100,233.7000,235.3100,910
2025-04-09 16:30:00,235.3100,235.3100,235.0000,235.1400,117
2025-04-09 16:25:00,235.1900,235.3000,235.0000,235.1500,320
2025-04-09 16:20:00,235.3100,235.3100,230.3000,235.1900,11996
2025-04-09 16:15:00,234.9000,235.3100,231.8300,235.1900,56
2025-04-09 16:10:00,235.3100,235.3100,233.0000,234.9000,1003458
2025-04-09 16:05:00,233.3300,235.3100,233.0001,233.0001,5586
2025-04-09 16:00:00,235.3100,235.8800,231.8300,235.0000,2428412
